host_unix_time_ns,lsl_timestamp_s,device_clock_us,value_raw,value_filtered,sequence,parser_mode,raw_line
1775177684941939920,31219.730247594,2915348,-190917.0,-25.96599673727178,243,tagged_csv,"D,243,2915348,-190917.00"
1775177684954415854,31219.742723430,2927848,-191020.0,-33.41962857480394,244,tagged_csv,"D,244,2927848,-191020.00"
1775177684967012573,31219.755320309,2940348,-190879.0,-30.06279166296008,245,tagged_csv,"D,245,2940348,-190879.00"
1775177684979472834,31219.767780618,2952848,-190895.0,-28.115529430651804,246,tagged_csv,"D,246,2952848,-190895.00"
1775177684992022020,31219.780330003,2965348,-191040.0,-36.86904134918586,247,tagged_csv,"D,247,2965348,-191040.00"
1775177685004667174,31219.792975865,2977848,-190969.0,-39.814862087834626,248,tagged_csv,"D,248,2977848,-190969.00"
1775177685017195027,31219.805502797,2990348,-191022.0,-46.405653542111395,249,tagged_csv,"D,249,2990348,-191022.00"
1775177685029679829,31219.817987452,3002848,-191050.0,-54.55547441903036,250,tagged_csv,"D,250,3002848,-191050.00"
1775177685042233715,31219.830541256,3015348,-190918.0,-52.49951427150518,251,tagged_csv,"D,251,3015348,-190918.00"
1775177685054758283,31219.843065899,3027848,-190919.0,-50.66609069154947,252,tagged_csv,"D,252,3027848,-190919.00"
1775177685067393353,31219.855700906,3040348,-190820.0,-41.75694774475414,253,tagged_csv,"D,253,3040348,-190820.00"
1775177685079871121,31219.868178881,3052848,-190836.0,-34.66170121845789,254,tagged_csv,"D,254,3052848,-190836.00"
1775177685092403659,31219.880711269,3065348,-191066.0,-44.83185077219969,255,tagged_csv,"D,255,3065348,-191066.00"
1775177685104907423,31219.893214903,3077848,-191052.0,-53.241917779057985,256,tagged_csv,"D,256,3077848,-191052.00"
1775177685117461185,31219.905768803,3090348,-190918.0,-51.28161149212974,257,tagged_csv,"D,257,3090348,-190918.00"
1775177685130010800,31219.918318283,3102848,-191024.0,-57.183029454317875,258,tagged_csv,"D,258,3102848,-191024.00"
1775177685142516214,31219.930823711,3115348,-190835.0,-48.89162732847035,259,tagged_csv,"D,259,3115348,-190835.00"
1775177685155034942,31219.943342657,3127848,-191011.0,-54.020418557251105,260,tagged_csv,"D,260,3127848,-191011.00"
1775177685167648611,31219.955956737,3140348,-190800.0,-43.410601612587925,261,tagged_csv,"D,261,3140348,-190800.00"
1775177685180233268,31219.968540858,3152848,-190776.0,-31.825704747840064,262,tagged_csv,"D,262,3152848,-190776.00"
1775177685192735836,31219.981043430,3165348,-190898.0,-29.96852781198686,263,tagged_csv,"D,263,3165348,-190898.00"
1775177685205325681,31219.993633397,3177848,-190940.0,-31.305052740033716,264,tagged_csv,"D,264,3177848,-190940.00"
1775177685217851834,31220.006159604,3190348,-190820.0,-23.80579039460281,265,tagged_csv,"D,265,3190348,-190820.00"
1775177685230370236,31220.018677754,3202848,-190816.0,-16.561346107599093,266,tagged_csv,"D,266,3202848,-190816.00"
1775177685242912570,31220.031220488,3215348,-190774.0,-6.785984629474115,267,tagged_csv,"D,267,3215348,-190774.00"
1775177685255392021,31220.043699490,3227848,-190987.0,-13.233237940759864,268,tagged_csv,"D,268,3227848,-190987.00"
1775177685267826123,31220.056133863,3240348,-191063.0,-24.745357535226503,269,tagged_csv,"D,269,3240348,-191063.00"
1775177685280504015,31220.068811518,3252848,-190839.0,-19.107365155621665,270,tagged_csv,"D,270,3252848,-190839.00"
1775177685292985530,31220.081293320,3265348,-190940.0,-21.2348054558679,271,tagged_csv,"D,271,3265348,-190940.00"
1775177685305453443,31220.093761088,3277848,-190916.0,-21.45963230455527,272,tagged_csv,"D,272,3277848,-190916.00"
